wn_synset	babelnet_id	pos	lemmata en	lemmata fr	definition	confidence	dist_from_music	dist_from_entity
n00134099	bn:00048858n	n	knockout, KO, kayo	k.o., knockout, ko	a blow that renders the opponent unconscious	0.474	12	10
n04534359	bn:00079978n	n	videotape	k7_video, bande_vidéo, vidéocassette, cassette_vidéo	a relatively wide magnetic tape for use in recording visual images and associated sound	0.114	13	9
n01255302	bn:00048797n	n	karaoke	karaoke, logiciel_karaoke, karaoké, karaoké_sur_ordinateur	singing popular songs accompanied by a recording of an orchestra (usually in bars or nightclubs)	0.237	11	9
n11214153	bn:00048433n	n	Oliver, Joseph_Oliver, King_Oliver	king_oliver	United States jazz musician who influenced the style of Louis Armstrong (1885-1938)	0.552	12	8
n03628215	bn:00049443n	n	koto	koto	Japanese stringed instrument that resembles a zither; has a rectangular wooden sounding board and usually 13 silk strings that are plucked with the fingers	0.484	13	9
n11109970	bn:00049448n	n	Koussevitzky, Serge_Koussevitzky, Sergei_Aleksandrovich_Koussevitzky	koussevitsky, koussevitzky, serge_koussevitsky, serge_koussevitzki, serge_koussevitzky	United States conductor (born in Russia) who was noted for performing the works of contemporary composers (1874-1951)	0.629	12	8
n11379908	bn:00049501n	n	Weill, Kurt_Weill	kurt_weill	German composer; collaborated with Bertolt Brecht (1900-1950)	0.508	12	8
n07061180	bn:00049531n	n	kwela	kwela	a kind of danceable music popular among black South Africans; includes a whistle among its instruments	0.707	2	6
n10880189	bn:00014821n	n	Callas, Maria_Callas, Maria_Meneghini_Callas	la_callas, maria_callas, maría_kalogeropoúlou	Greek coloratura soprano (born in the United States) known for her dramatic intensity in operatic roles (1923-1977)	0.453	14	10
n06851516	bn:00049558n	n	label, recording_label	label_de_musique, label_discographique, maison_de_disques, marque_audio-visuelle	trade name of a company that produces musical recordings	0.663	9	7
n11172411	bn:00050232n	n	Melchior, Lauritz_Melchior, Lauritz_Lebrecht_Hommel_Melchior	lauritz_melchior	United States operatic tenor (born in Denmark) noted for his Wagnerian roles (1890-1973)	0.512	13	9
n06815458	bn:00050365n	n	lead_sheet	lead_sheet	a sheet containing the words and melody for a song (and some indication of harmony) written in simple form	0.787	3	7
n07028797	bn:00050617n	n	leitmotiv, leitmotif	leit-motiv, leitmotive, leitmotivs, leitmotif, leitmotiv	a melodic phrase that accompanies the reappearance of a person or situation (as in Wagner's operas)	0.443	2	6
n10928978	bn:00019711n	n	Delibes, Leo_Delibes, Clement_Philibert_Leo_Delibes	leo_delibes, léo_delibes, clément_philibert_léo_delibes	French composer of operas (1836-1891)	0.464	12	8
n10848802	bn:00010062n	n	Bernstein, Leonard_Bernstein	leonard_bernstein, louis_bernstein, léonard_bernstein	United States conductor and composer (1918-1990)	0.555	12	8
n11163859	bn:00050704n	n	Massine, Leonide_Fedorovitch_Massine, Leonid_Fyodorovich_Myasin	leonide_massine, léonid_massine, léonide_massine	French choreographer and ballet dancer (born in Russia) (1895-1979)	0.331	10	6
n11246408	bn:00050710n	n	Price, Leontyne_Price, Mary_Leontyne_Price	leontyne_price, mary_violet_leontyne_price	United States operatic soprano (born 1927)	0.628	13	9
n11318967	bn:00050721n	n	Stokowski, Leopold_Stokowski, Leopold_Antoni_Stanislaw_Stokowski	leopold_stokowski, stokowski, antoni_stanisław_bolesławowicz	United States conductor (born in Britain) (1882-1977)	0.661	12	8
n11403692	bn:00050796n	n	Young, Pres_Young, Lester_Willis_Young	lester_willis_young, lester_young	United States jazz tenor saxophonist (1909-1959)	0.643	12	8
n07087102	bn:00058673n	n	upbeat, offbeat	levé	an unaccented beat (especially the last beat of a measure)	0.798	8	6
n07012025	bn:00050979n	n	libretto	libretto, livret_de_ballet, livret, livret_d'opéra	the words of an opera or musical play	0.556	7	7
n07051620	bn:00051026n	n	lied	lieder, lied	a German art song of the 19th century for voice and piano	0.702	3	7
n11001422	bn:00040554n	n	Gish, Lillian_Gish	lilian_gish, lillian_gish	United States film actress who appeared in films by D. W. Griffith (1896-1993)	0.19	12	8
n11275344	bn:00051204n	n	Russell, Lillian_Russell	lillian_russell	United States entertainer remembered for her roles in comic operas (1861-1922)	0.315	12	8
n11242321	bn:00002716n	n	Pons, Lily_Pons, Alice-Josephine_Pons	lily_pons	United States coloratura soprano (born in France) (1904-1976)	0.488	14	10
n03279153	bn:00030254n	n	electronic_instrument, electronic_musical_instrument	l'instrument_electroanalogique, instruments_électroniques, instrument_électroanalogique, instrument_de_musique_electronique, instrument_de_musique_électronique, instruments_de_musique_électronique	a musical instrument that generates sounds electronically	0.507	12	8
n07036768	bn:00047165n	n	Internationale	'''l'internationale''', l'internationale	a revolutionary socialist anthem	0.18	5	8
n11027127	bn:00042751n	n	Hampton, Lionel_Hampton	lionel_hampton	United States musician who was the first to use the vibraphone as a jazz instrument (1913-2002)	0.55	12	8
n06494016	bn:00062937n	n	playlist, play_list	liste_de_lecture, listes_de_lecture, playlists, playlist, liste_d'écoute	a list of musical selections for performance or for broadcast by radio	0.22	7	7
n07240763	bn:00051522n	n	litany	litanie	any long and tedious address or recital	0.0	9	7
n03694639	bn:00049539n	n	LP, L-P	long_play, lp_album	a long-playing phonograph record; designed to be played at 33.3 rpm	0.623	15	11
n11032541	bn:00043083n	n	Hart, Lorenz_Hart, Lorenz_Milton_Hart	lorentz_hart, lorenz_hart, lorenz_«_larry_»_hart	United States lyricist who collaborated with Richard Rodgers (1895-1943)	0.443	11	7
n10823199	bn:00005802n	n	Armstrong, Louis_Armstrong, Satchmo	louis_armstrong, louis_daniel_armstrong, pops, satchelmouth, satchmo	United States pioneering jazz trumpeter and bandleader (1900-1971)	0.416	12	8
n03350011	bn:00034741n	n	first_gear, first, low_gear, low	low, première, première_vitesse	the lowest forward gear ratio in the gear box of a motor vehicle; used to start a car moving	0.731	13	9
n11227101	bn:00052236n	n	Pavarotti, Luciano_Pavarotti	lucciano_pavarotti, luciano_pavarotti, pavarotti, pavaroti	Italian tenor (born in 1935)	0.469	13	9
n10841405	bn:00009608n	n	Beethoven, van_Beethoven, Ludwig_van_Beethoven	ludwig_van_beethoven	German composer of instrumental music (especially symphonic and chamber music); continued to compose after he lost his hearing (1770-1827)	0.403	12	8
n03699280	bn:00052470n	n	lyre	lyres, lyre, liră	a harp used by ancient Greeks for accompaniment	0.176	15	11
n11148748	bn:00052650n	n	Madonna, Madonna_Louise_Ciccone	madonna_louise_ciccone, madonna_louise_veronica_ciccone, madonna	United States pop singer and sex symbol during the 1980s (born in 1958)	0.367	12	8
n07052925	bn:00052656n	n	madrigal	madrigal	an unaccompanied partsong for 2 or 3 voices; follows a strict poetic form	0.559	4	8
n02979074	bn:00016497n	n	cassette_deck	magnétocassette	a tape deck for playing and recording cassette tapes	0.25	13	9
n04393095	bn:00076107n	n	tape_recorder, tape_machine	magnetophone, magnétophone, lecteur_enregistreur_de_cassettes	a magnetic recorder using magnetic tape	0.211	13	9
n04533802	bn:00079647n	n	videocassette_recorder, VCR	magnetoscope, magnétoscope	a magnetic tape recorder for recording (and playing back) TV programs	0.079	14	10
n11076820	bn:00047837n	n	Jackson, Mahalia_Jackson	mahalia_jackson	United States singer who did much to popularize gospel music (1911-1972)	0.406	12	8
n00538668	bn:00053074n	n	mambo	mambo	a Latin American dance similar in rhythm to the rumba	0.584	10	8
n03716887	bn:00053161n	n	mandola	mandola	an early type of mandolin	0.695	15	11
n03720891	bn:00053321n	n	maraca	maraca	a percussion instrument consisting of a hollow gourd containing pebbles or beans; often played in pairs	0.445	13	9
n10853244	bn:00011300n	n	Blitzstein, Marc_Blitzstein	marc_blitzstein, marcus_samuel_blitzstein	United States pianist and composer of operas and musical plays (1905-1964)	0.289	12	8
n07058296	bn:00053355n	n	marching_music, march	marche, musique_de_marche	genre of music written for marching	0.632	2	5
n07342383	bn:00070576n	n	sequence	marche_d'harmonie, marche_harmonique, séquence	several repetitions of a melodic phrase in different keys	0.901	9	7
n07059028	bn:00025518n	n	funeral_march, dead_march	marche_funèbre	a slow march to be played for funeral processions	0.744	4	7
n07059150	bn:00080798n	n	wedding_march	marche_nuptiale, chœur_des_fiançailles	a march to be played for a wedding procession	0.75	4	7
n10074339	bn:00031355n	n	exterminator, terminator, eradicator	marcus_wright, éradicateur	someone who exterminates (especially someone whose occupation is the extermination of troublesome rodents and insects)	0.019	9	5
n05127640	bn:00050180n	n	latitude	marge	scope for freedom of e.g. action or thought; freedom from restriction	0.333	9	7
n08250409	bn:00053411n	n	mariachi	mariachis, mariachi	a group of street musicians in Mexico	0.484	9	7
n10817458	bn:00003948n	n	Anderson, Marian_Anderson	marian_anderson, marianne_anderson	United States contralto noted for her performance of spirituals (1902-1993)	0.313	13	9
n11060688	bn:00044788n	n	Horne, Marilyn_Horne	marilyn_horne	United States operatic mezzo-soprano (born 1934)	0.602	14	10
n03721384	bn:00053421n	n	marimba, xylophone	marimbas, marimba, xylophones, xylophone	a percussion instrument with wooden bars tuned to produce a chromatic scale and with resonators; played with small mallets	0.621	13	9
n03732020	bn:00053910n	n	Mauser	mauser	trademark for a repeating rifle or pistol	0.004	16	12
n10867933	bn:00013453n	n	Bruch, Max_Bruch	max_bruch	German composer (1838-1920)	0.383	12	8
a01502195	bn:00106586a	a	tuneful, melodious	mélodieux	having a musical sound; especially a pleasing tune	1.0	99	99
n07056113	bn:00055232n	n	minuet	menuetto, menuet, minuet	a stately piece of music composed for dancing the minuet; often incorporated into a sonata or suite	0.697	2	6
n11175040	bn:00054396n	n	Menuhin, Yehudi_Menuhin, Sir_Yehudi_Menuhin	menuhin, sir_yehudi_menuhin, yehudi_menuhin	British violinist (born in the United States) who began his career as a child prodigy in the 1920s (1916-1999)	0.395	12	8
n10917554	bn:00024405n	n	Cunningham, Merce_Cunningham	merce_cunningham, mercier_philip_cunningham	United States dancer and choreographer (born in 1922)	0.22	10	6
n07033753	bn:00053666n	n	Mass	messe	a musical setting for a Mass	0.631	3	6
n06864725	bn:00008465n	n	measure, bar	mesure	musical notation for a repeating pattern of musical beats	0.736	7	7
n03757604	bn:00054669n	n	metronome	metronome, metronom, metrónomo, métronome	clicking pendulum indicates the exact tempo of a piece of music	0.401	13	9
n10313441	bn:00054698n	n	mezzo-soprano, mezzo	mezzo-soprano, mezzo_soprano, mezzosoprano	a soprano with a voice between soprano and contralto	0.864	13	9
n11078650	bn:00047889n	n	Jagger, Mick_Jagger, Michael_Philip_Jagger	michael_philip_jagger, mick_jagger	English rock star (born in 1943)	0.489	13	9
n10924828	bn:00025400n	n	Davis, Miles_Davis, Miles_Dewey_Davis_Jr.	miles_davis, miles_dewey_davis_iii	United States jazz musician; noted for his trumpet style (1926-1991)	0.649	12	8
n11198375	bn:00055480n	n	Mussorgsky, Moussorgsky, Modest_Mussorgsky, Modest_Moussorgsky, Modest_Petrovich_Mussorgsky, Modest_Petrovich_Moussorgsky	modest_moussorgski, modest_mussorgsky, modeste_moussorgski, modeste_moussorgsky, modeste_petrovitch_moussorgski, moussorgski, moussorgsky, mussorgsky	Russian composer of operas and orchestral works (1839-1881)	0.425	12	8
n03633632	bn:00049690n	n	lagerphone	monkey_stick	an Australian percussion instrument used for playing bush music; a long stick with bottle caps nailed loosely to it; played by hitting it with a stick or banging it on the ground	0.536	13	9
n10531948	bn:00067888n	n	ringmaster	monsieur_loyal	the person in charge of performances in a circus ring	0.125	10	6
n00293125	bn:00055825n	n	moonwalk	moon_walk, moonwalk	a kind of dance step in which the dancer seems to be sliding on the spot	0.234	12	10
n06856884	bn:00033628n	n	flourish, fanfare, tucket	morceau_de_bravoure	(music) a short lively tune played on brass instruments	0.533	2	6
n00527498	bn:00072047n	n	slam_dancing, slam_dance	mosh	a form of dancing in which dancers slam into one another; normally performed to punk rock	0.75	10	8
n07280754	bn:00055997n	n	motet	motets_de_johann_sebastian_bach, motets, motet	an unaccompanied choral composition with sacred lyrics; intended to be sung as part of a church service; originated in the 13th century	0.642	2	6
n07029682	bn:00056024n	n	motif, motive	motif, thème	a theme that is repeated or elaborated in a piece of music	0.811	3	7
n02191773	bn:00011448n	n	blowfly, blow_fly	mouche_à_viande	large usually hairy metallic blue or green fly; lays eggs in carrion or dung or wounds	0.684	16	12
n02192252	bn:00041702n	n	greenbottle, greenbottle_fly	mouche_verte	blowfly with brilliant coppery green body	0.333	17	13
n07046339	bn:00056157n	n	movement	mouvement	a major self-contained part of a symphony or sonata	0.902	2	6
n11194355	bn:00056176n	n	Mozart, Wolfgang_Amadeus_Mozart	mozart, wolfgang_amadeus_mozart	prolific Austrian composer and child prodigy; master of the classical style in all its forms of his time (1756-1791)	0.398	12	8
n04983402	bn:00056474n	n	musicality, musicalness	musicalité	the property of sounding like music	0.424	7	5
n07054433	bn:00025149n	n	dance_music	musique_de_danse	music to dance to	0.899	1	5
n07281375	bn:00046286n	n	incidental_music	musique_de_scene, musique_de_scène	music composed to accompany the action of a drama or to fill intervals between scenes	0.541	2	6
n07060697	bn:00008208n	n	dance_music, danceroom_music, ballroom_music	musique_entraînante	a genre of popular music composed for ballroom dancing	1.0	3	6
n07033007	bn:00019010n	n	religious_music, church_music	musique_liturgique, musique_religieuse, musique_sacree, musique_sacrée, musique_d'église, musiques_sacrées, pièce_liturgique	genre of music composed for performance as part of religious ceremonies	0.428	2	5
n07058468	bn:00053577n	n	military_march, military_music, martial_music	musique_militaire	brisk marching music suitable for troops marching in a military parade	0.463	3	6
n07025604	bn:00001819n	n	black_music, African-American_music	musique_noire_americaine, musique_noire, musique_afro-américaine, musique_noire_américaine	music created by African-American musicians; early forms were songs that had a melodic line and a strong rhythmic beat with repeated choruses	0.759	2	5
n07059962	bn:00063557n	n	pop_music, pop	musique_pop, piano_pop, pop_musique, pop_music, pop	music of general appeal to teenagers; a bland watered-down version of rock'n'roll with more rhythm and harmony and an emphasis on romantic love	0.749	3	6
n07059255	bn:00063586n	n	popular_music, popular_music_genre	musique_populaire	any genre of music having wide appeal (but usually only for a short time)	0.742	2	5
n07449676	bn:00066281n	n	rave	musique_rave, rave	a dance party that lasts all night and electronically synthesized music is played	0.925	10	8
n07064715	bn:00068049n	n	rock_'n'_roll, rock'n'roll, rock-and-roll, rock_and_roll, rock, rock_music	musique_rock, rock'n'roll, rock'n_roll, rock_&_roll, rock_'n'_roll, rock_and_roll, rock	a genre of popular music originating in the 1950s; a blend of black rhythm-and-blues with white country-and-western	0.803	3	6
n07057196	bn:00070601n	n	serialism, serial_music	musique_serielle, sérialisme, post-sérialisme, musique_sérielle	20th century music that uses a definite order of notes as a thematic basis for a musical composition	0.75	1	5
